Pno01G005483.t1	Pno01G005033.t2
Pno06G005160.t1	Pno06G003916.t1
Pno06G005182.t1	Pno06G003911.t2
Pno06G005208.t2	Pno06G003875.t1
Pno06G005310.t1	Pno06G003869.t1
Pno06G005384.t1	Pno06G003860.t1
Pno06G005410.t1	Pno06G003847.t1
Pno06G005458.t1	Pno06G003836.t1
Pno06G005473.t1	Pno06G003833.t1
Pno06G003823.t1	Pno06G005818.t2
Pno06G003894.t2	Pno06G005779.t1
Pno06G004143.t1	Pno06G005754.t1
Pno06G004166.t1	Pno06G005725.t2
Pno06G004175.t1	Pno06G005682.t1
Pno06G004176.t1	Pno06G005655.t1
Pno06G004182.t1	Pno06G005651.t1
Pno06G005672.t1	Pno06G011618.t1
Pno06G005682.t1	Pno06G011617.t1
Pno06G005705.t1	Pno06G011611.t1
Pno06G005713.t1	Pno06G011599.t1
Pno06G005715.t5	Pno06G011592.t1
Pno06G005718.t1	Pno06G011586.t1
Pno06G007093.t1	Pno07G002705.t1
Pno06G007096.t1	Pno07G002704.t1
Pno06G007787.t1	Pno07G002650.t1
Pno06G007854.t1	Pno07G002646.t1
Pno06G007958.t2	Pno07G002639.t1
Pno06G008355.t1	Pno07G002560.t1
Pno06G008520.t1	Pno07G002519.t1
Pno06G008766.t1	Pno07G002518.t1
Pno06G009202.t1	Pno07G002499.t1
Pno06G009281.t1	Pno07G002492.t1
Pno06G005357.t1	Pno07G002832.t1
Pno06G005434.t1	Pno07G002831.t1
Pno06G005450.t1	Pno07G002829.t2
Pno06G005483.t1	Pno07G002821.t1
Pno06G005518.t1	Pno07G002819.t4
Pno06G005778.t2	Pno07G002803.t1
Pno06G012095.t1	Pno08G002807.t1
Pno06G012186.t2	Pno08G002819.t1
Pno06G012539.t1	Pno08G002857.t3
Pno06G012582.t1	Pno08G002874.t1
Pno06G012656.t1	Pno08G002881.t1
Pno06G012709.t1	Pno08G002893.t1
Pno06G012814.t1	Pno08G002900.t1
Pno06G012995.t1	Pno08G002916.t1
Pno06G013010.t1	Pno08G002917.t1
Pno06G013031.t1	Pno08G002928.t1
Pno06G013042.t1	Pno08G002934.t1
Pno06G013117.t1	Pno08G002941.t1
Pno06G013454.t1	Pno08G003000.t1
Pno06G013961.t1	Pno08G003036.t1
Pno06G014249.t1	Pno08G003083.t1
Pno06G014541.t1	Pno08G003125.t1
Pno06G014694.t1	Pno08G003199.t1
Pno06G014808.t1	Pno08G003224.t1
Pno06G014850.t1	Pno08G003240.t1
Pno06G014924.t1	Pno08G003263.t1
Pno06G014949.t1	Pno08G003280.t1
Pno06G015389.t1	Pno08G003320.t1
Pno06G015702.t2	Pno08G003343.t1
Pno06G016076.t1	Pno08G003381.t1
Pno06G016177.t1	Pno08G003441.t1
Pno06G016350.t1	Pno08G003455.t1
Pno06G016357.t1	Pno08G003456.t1
Pno06G000010.t1	Pno08G003490.t1
Pno06G000034.t1	Pno08G003494.t2
Pno06G000050.t1	Pno08G003507.t1
Pno06G000128.t1	Pno08G003554.t1
Pno06G000139.t1	Pno08G003564.t1
Pno06G000160.t1	Pno08G003577.t1
Pno06G000190.t1	Pno08G003585.t1
Pno06G000206.t1	Pno08G003589.t1
Pno06G000268.t1	Pno08G003628.t1
Pno06G000354.t1	Pno08G003665.t1
Pno06G000368.t1	Pno08G003695.t1
Pno06G000495.t1	Pno08G003713.t1
Pno06G006895.t1	Pno08G002388.t1
Pno06G007096.t1	Pno08G002394.t1
Pno06G007599.t1	Pno08G002398.t1
Pno06G007787.t1	Pno08G002445.t1
Pno06G007802.t1	Pno08G002449.t2
Pno06G008211.t1	Pno08G002466.t1
Pno06G008658.t1	Pno08G002502.t1
Pno06G008893.t1	Pno08G002514.t1
Pno06G009281.t1	Pno08G002534.t3
Pno06G009577.t1	Pno08G002550.t2
Pno06G009646.t1	Pno08G002556.t2
Pno06G009704.t3	Pno08G002558.t1
Pno06G009761.t1	Pno08G002576.t1
Pno06G009854.t1	Pno08G002583.t1
Pno06G010326.t2	Pno08G002631.t2
Pno06G010344.t1	Pno08G002636.t2
Pno06G004231.t1	Pno08G010003.t1
Pno06G004234.t1	Pno08G010328.t1
Pno06G004291.t1	Pno08G000337.t1
Pno06G004295.t1	Pno08G000361.t1
Pno06G004297.t1	Pno08G000404.t1
Pno06G004340.t1	Pno08G001027.t1
Pno06G004363.t1	Pno08G001530.t1
Pno06G004440.t1	Pno08G002310.t1
Pno06G004441.t1	Pno08G002345.t1
Pno06G004466.t1	Pno08G002511.t1
Pno06G005379.t1	Pno08G002209.t1
Pno06G005388.t1	Pno08G002210.t1
Pno06G005469.t1	Pno08G002249.t1
Pno06G005518.t1	Pno08G002259.t1
Pno06G005636.t1	Pno08G002261.t1
Pno06G005847.t2	Pno08G002276.t3
Pno06G005863.t1	Pno08G002307.t1
Pno06G005958.t1	Pno08G002312.t1
Pno06G010998.t1	Pno08G002666.t1
Pno06G011445.t1	Pno08G002701.t1
Pno06G011614.t1	Pno08G002711.t1
Pno06G011665.t1	Pno08G002713.t1
Pno06G011703.t1	Pno08G002726.t1
Pno06G011755.t1	Pno08G002733.t1
Pno06G009576.t1	Pno09G001104.t1
Pno06G010971.t1	Pno09G001115.t1
Pno06G011176.t2	Pno09G001120.t1
Pno06G013284.t1	Pno09G001128.t1
Pno06G013403.t1	Pno09G001130.t1
Pno06G014564.t1	Pno09G001160.t1
Pno06G015728.t1	Pno09G001177.t1
Pno06G000061.t1	Pno09G001191.t1
Pno06G000664.t1	Pno09G001196.t1
Pno06G000951.t1	Pno09G001198.t1
Pno06G003195.t8	Pno09G001543.t1
Pno06G003275.t1	Pno09G001558.t1
Pno06G003361.t2	Pno09G001562.t1
Pno06G003409.t1	Pno09G001587.t1
Pno06G003468.t1	Pno09G001601.t1
Pno06G003563.t1	Pno09G001609.t2
Pno06G003644.t1	Pno09G001612.t1
Pno06G003673.t1	Pno09G001614.t1
Pno06G001318.t1	Pno09G001247.t1
Pno06G001415.t1	Pno09G001250.t1
Pno06G001444.t1	Pno09G001287.t1
Pno06G001457.t1	Pno09G001306.t1
Pno06G001592.t1	Pno09G001321.t1
Pno06G001599.t2	Pno09G001323.t1
Pno06G001603.t1	Pno09G001328.t1
Pno06G006048.t1	Pno09G001610.t1
Pno06G006068.t1	Pno09G001606.t1
Pno06G006086.t1	Pno09G001600.t1
Pno06G006160.t1	Pno09G001573.t1
Pno06G006172.t2	Pno09G001566.t1
Pno06G006194.t1	Pno09G001561.t3
Pno06G006298.t1	Pno09G001557.t1
Pno06G006364.t1	Pno09G001544.t1
Pno07G002780.t1	Pno08G002311.t1
Pno07G002801.t1	Pno08G002289.t1
Pno07G002819.t4	Pno08G002259.t1
Pno07G002822.t1	Pno08G002253.t2
Pno07G002830.t1	Pno08G002241.t2
Pno07G002834.t1	Pno08G002179.t1
Pno07G002881.t1	Pno08G002158.t1
Pno07G005719.t2	Pno09G002591.t1
Pno07G005781.t1	Pno09G002587.t1
Pno07G005825.t2	Pno09G002586.t4
Pno07G005867.t1	Pno09G002585.t1
Pno07G006138.t1	Pno09G002574.t1
Pno07G006569.t1	Pno09G002567.t1
Pno07G006578.t1	Pno09G002564.t1
Pno07G006818.t1	Pno09G002551.t1
Pno07G006879.t1	Pno09G002543.t1
Pno07G007128.t1	Pno09G002533.t1
Pno07G007199.t1	Pno09G002532.t1
Pno07G007217.t1	Pno09G002491.t1
Pno08G002574.t1	Pno08G009445.t1
Pno08G002589.t1	Pno08G009450.t1
Pno08G002953.t1	Pno08G009480.t1
Pno08G003003.t1	Pno08G009485.t1
Pno08G003013.t1	Pno08G009503.t1
Pno08G003103.t1	Pno08G009513.t1
Pno08G003124.t1	Pno08G009515.t1
Pno08G003126.t1	Pno08G009517.t1
Pno08G003152.t1	Pno08G009518.t1
Pno08G003470.t1	Pno08G010001.t1
Pno08G002350.t1	Pno08G004427.t1
Pno08G002351.t1	Pno08G004428.t1
Pno08G002352.t1	Pno08G004429.t1
Pno08G002354.t1	Pno08G004432.t1
Pno08G002355.t1	Pno08G004433.t1
Pno08G002356.t2	Pno08G004435.t3
Pno08G007273.t1	Pno08G007632.t1
Pno08G007301.t1	Pno08G007570.t1
Pno08G007302.t1	Pno08G007569.t1
Pno08G007430.t1	Pno08G007543.t1
Pno08G007491.t1	Pno08G007510.t1
Pno08G007492.t1	Pno08G007509.t1
Pno08G001771.t1	Pno09G000615.t2
Pno08G001829.t1	Pno09G000582.t1
Pno08G001891.t3	Pno09G000577.t1
Pno08G001893.t2	Pno09G000573.t1
Pno08G001902.t1	Pno09G000569.t1
Pno08G001943.t1	Pno09G000549.t1
Pno09G017226.t1	Pno09G002939.t1
Pno09G000023.t1	Pno09G002930.t1
Pno09G000046.t1	Pno09G002923.t3
Pno09G000048.t1	Pno09G002917.t1
Pno09G000057.t1	Pno09G002906.t1
Pno09G000067.t1	Pno09G002902.t1
Pno09G000069.t1	Pno09G002896.t4
Pno09G000140.t2	Pno09G002875.t1
Pno09G000158.t1	Pno09G002865.t1
Pno09G000168.t1	Pno09G002861.t1
Pno09G000172.t1	Pno09G002849.t1
Pno09G000175.t2	Pno09G002840.t2
Pno09G000197.t1	Pno09G002832.t1
